transaction_id,user_id,account_id,transaction_date,transaction_time,amount,currency,merchant,category,transaction_type,status,location,device,balance_after,notes
T005033,9541,22147,2023-03-02,07:12:37,1432.81,GBP,Google,Utilities,Credit,Failed,Tel Aviv,Mobile,10539.09,Gift
T005034,1086,76854,2023-08-13,10:23:00,-2881.5,EUR,IKEA,Groceries,Debit,Pending,Tel Aviv,ATM,1714.44,
T005035,7667,45508,2024-11-29,09:53:56,499.82,USD,IKEA,Utilities,Credit,Completed,Tokyo,Mobile,3839.78,Monthly subscription
T005036,5315,15486,2021-05-06,20:55:51,-2471.67,GBP,IKEA,Electronics,Debit,Pending,Berlin,ATM,11223.34,Gift
T005038,6218,47076,2020-10-26,10:07:40,-687.97,GBP,Google,Electronics,Debit,Failed,Berlin,POS,17557.43,
T005039,5491,30266,2020-12-09,13:08:17,-2977.11,EUR,Google,Utilities,Debit,Failed,Tel Aviv,Web,7483.62,Refund
T005041,1406,31089,2020-11-21,04:45:51,686.77,USD,Google,Travel,Debit,Completed,Tokyo,POS,18401.09,
T005042,6712,72049,2020-12-08,13:52:44,-3276.77,ILS,Walmart,Groceries,Debit,Pending,New York,ATM,17716.64,Monthly subscription
T005043,8072,36685,2024-02-06,02:19:42,260.27,GBP,Tesla,Travel,Debit,Completed,Tokyo,Mobile,9410.46,Bonus
T005046,9663,23903,2022-04-26,04:58:24,-1618.21,EUR,Google,Entertainment,Credit,Completed,New York,Mobile,6008.2,Bonus
T005047,2127,60851,2022-11-11,22:54:11,1660.58,GBP,Tesla,Groceries,Debit,Failed,London,Web,4569.42,
T005048,2541,80870,2020-09-22,09:06:48,2754.13,ILS,Google,Utilities,Credit,Pending,Berlin,Web,5314.83,Monthly subscription
T005049,7127,63121,2020-12-10,03:53:52,1621.36,ILS,IKEA,Electronics,Debit,Completed,Tokyo,ATM,19080.65,Bonus
T005057,2951,26864,2021-12-01,15:26:09,-854.32,EUR,IKEA,Groceries,Debit,Failed,Tokyo,ATM,16987.61,Gift
T005058,6871,45440,2024-04-12,11:24:31,-4483.65,ILS,Google,Entertainment,Credit,Completed,Berlin,POS,11850.01,Bonus
T005062,4453,26149,2021-02-12,15:59:33,-3467.53,GBP,Amazon,Entertainment,Credit,Failed,Tel Aviv,POS,4389.57,Monthly subscription
T005063,7819,69800,2022-04-06,12:06:35,4853.56,USD,Google,Salary,Credit,Pending,Berlin,Mobile,10895.96,
T005064,8141,59495,2023-06-13,21:30:23,1766.77,USD,Amazon,Travel,Credit,Completed,Tokyo,ATM,8554.39,Bonus
T005066,2306,25184,2023-04-13,22:22:18,-64.48,USD,IKEA,Travel,Debit,Failed,New York,ATM,18310.07,
T005067,2014,84888,2023-02-21,17:54:58,1214.06,ILS,IKEA,Utilities,Credit,Failed,Tokyo,Mobile,3495.43,Rent payment
T005069,4204,62155,2020-12-27,05:29:32,-1918.46,ILS,IKEA,Electronics,Credit,Pending,Tel Aviv,Web,15695.12,Gift
T005070,5090,77319,2021-04-17,03:58:25,3164.94,ILS,Apple,Electronics,Debit,Pending,London,Web,3275.68,Bonus
T005071,4403,94907,2024-04-26,15:32:13,-4198.95,USD,IKEA,Entertainment,Debit,Pending,Tokyo,POS,5360.84,
T005077,1336,35230,2024-03-08,20:04:49,3613.36,ILS,Amazon,Electronics,Debit,Completed,Tel Aviv,Mobile,18459.37,Bonus
T005078,9692,45053,2024-11-19,06:59:16,4489.16,EUR,Amazon,Utilities,Debit,Completed,Tel Aviv,Mobile,1006.62,Monthly subscription
T005079,1734,35786,2022-01-19,22:45:10,-3301.52,GBP,Tesla,Groceries,Credit,Completed,New York,Web,12721.91,Bonus
T005080,8805,36425,2021-07-26,20:07:29,494.66,USD,Apple,Electronics,Credit,Completed,Tel Aviv,ATM,13172.1,Monthly subscription
T005082,4046,15991,2023-08-15,23:04:43,-393.7,USD,Apple,Groceries,Debit,Completed,London,Mobile,11633.85,Gift
T005084,9837,52173,2021-02-20,18:43:16,-1768.58,EUR,Amazon,Electronics,Credit,Completed,Tel Aviv,ATM,9416.75,Bonus
T005085,6061,19088,2022-11-11,13:26:24,2632.96,ILS,Tesla,Entertainment,Credit,Failed,Tokyo,Mobile,2233.94,Gift
T005088,9453,24621,2021-03-21,07:37:50,3621.0,USD,Apple,Groceries,Credit,Pending,New York,Web,13889.69,Gift
T005089,1084,60696,2021-04-10,07:41:15,2233.35,USD,Amazon,Travel,Credit,Completed,London,Mobile,16567.61,Gift
T005090,5063,38039,2020-02-12,16:23:56,1354.84,USD,Google,Travel,Credit,Failed,London,Mobile,17178.82,Bonus
T005092,8354,58843,2021-02-02,21:19:08,-1095.33,GBP,Amazon,Utilities,Debit,Failed,London,Web,3607.66,
T005093,2976,65796,2023-11-03,08:55:19,-1593.26,EUR,Amazon,Travel,Debit,Pending,Tokyo,Mobile,8900.98,Refund
T005095,8929,77111,2024-12-22,16:49:03,4755.79,USD,Google,Travel,Credit,Pending,London,POS,9981.7,Monthly subscription
T005096,2008,84626,2020-03-11,11:39:05,4418.54,GBP,Walmart,Utilities,Debit,Failed,London,POS,10447.01,Bonus
T005097,8340,26341,2021-11-06,00:49:30,4489.17,USD,Amazon,Groceries,Debit,Completed,Tokyo,ATM,6809.66,Monthly subscription
T005100,9029,11776,2020-12-17,18:51:33,-3033.48,EUR,Tesla,Entertainment,Debit,Failed,New York,Web,19723.12,Bonus
T005102,6382,26357,2023-01-04,14:53:26,-3504.72,ILS,Apple,Utilities,Debit,Completed,Tokyo,POS,2220.38,
T005103,2791,91379,2023-03-17,23:11:16,-4697.22,EUR,Apple,Groceries,Credit,Completed,Tokyo,Mobile,5366.36,
T005104,8351,39760,2022-12-19,16:44:31,-71.35,USD,Google,Travel,Debit,Pending,London,POS,13999.65,Refund
T005105,2343,30948,2024-02-13,14:40:15,-893.51,ILS,Apple,Groceries,Debit,Completed,Berlin,ATM,13822.25,Gift
T005106,4762,61948,2021-09-21,06:47:59,2669.24,ILS,Amazon,Groceries,Debit,Completed,Berlin,Web,10527.31,
T005107,1100,27318,2020-12-01,06:57:36,-964.81,ILS,IKEA,Salary,Credit,Failed,New York,ATM,12644.98,
T005108,2050,65727,2021-04-23,04:27:59,697.62,USD,Amazon,Groceries,Credit,Completed,Tel Aviv,Mobile,1680.07,Bonus
T005110,7365,88841,2020-09-07,13:30:58,-2818.8,USD,Walmart,Utilities,Debit,Completed,London,Mobile,12571.17,Rent payment
T005112,6531,95921,2022-08-29,13:51:02,4325.52,USD,Amazon,Utilities,Debit,Pending,New York,POS,14953.28,Monthly subscription
T005114,3896,82658,2023-10-15,19:22:18,4640.4,EUR,Amazon,Electronics,Debit,Pending,Berlin,Mobile,1244.62,Bonus
T005115,4030,35721,2023-09-08,04:21:24,-1467.1,EUR,Walmart,Entertainment,Credit,Completed,London,Mobile,11777.33,Monthly subscription
T005116,7090,23690,2023-03-05,23:48:22,-4390.49,USD,Apple,Travel,Credit,Pending,Berlin,Web,17271.59,Monthly subscription
T005122,5976,30451,2020-01-27,00:36:10,3288.4,GBP,Google,Entertainment,Credit,Completed,London,ATM,9079.35,Bonus
T005126,1220,27386,2024-03-11,15:16:13,-1799.1,EUR,Walmart,Entertainment,Debit,Pending,Berlin,Web,5829.36,Rent payment
T005129,7789,64352,2022-05-29,20:12:06,1535.94,GBP,Tesla,Utilities,Debit,Failed,Tel Aviv,Mobile,3317.99,Rent payment
T005131,2773,29090,2024-06-27,12:58:32,621.5,GBP,Apple,Groceries,Credit,Failed,Tel Aviv,Web,12211.14,Bonus
T005132,9824,50833,2023-11-23,15:57:27,2699.46,ILS,Walmart,Electronics,Credit,Completed,Tokyo,ATM,8841.41,Monthly subscription
T005133,1870,88464,2021-05-07,12:19:06,302.19,EUR,Walmart,Utilities,Debit,Failed,London,ATM,7695.05,
T005136,3290,84703,2022-07-19,04:52:28,4804.5,ILS,Walmart,Utilities,Debit,Pending,New York,Mobile,13350.39,Bonus
T005139,6856,15560,2020-03-22,05:28:43,982.2,ILS,Tesla,Salary,Debit,Failed,Berlin,POS,19592.4,Monthly subscription
T005141,9753,74351,2024-02-10,14:07:26,-681.1,USD,Tesla,Groceries,Credit,Pending,Tel Aviv,POS,10682.15,
T005142,9644,62024,2020-12-12,13:53:38,-1297.15,EUR,Walmart,Groceries,Debit,Pending,Berlin,Web,12381.85,Refund
T005144,9243,75984,2024-04-12,16:28:21,-2509.49,EUR,Apple,Travel,Debit,Failed,Berlin,Web,3098.05,Rent payment
T005148,5311,32252,2023-07-09,00:14:06,1971.03,GBP,Apple,Utilities,Credit,Failed,Tokyo,Mobile,687.63,Refund
T005149,8371,97316,2020-03-12,10:42:12,1927.83,EUR,Apple,Groceries,Credit,Pending,Tel Aviv,POS,14783.41,Refund
T005150,1859,72063,2024-09-03,11:07:22,1400.48,USD,IKEA,Utilities,Credit,Completed,Tokyo,ATM,11835.24,Bonus
T005153,8308,70871,2022-02-24,07:54:56,-3185.51,EUR,Apple,Electronics,Credit,Failed,Tel Aviv,Mobile,5592.42,Monthly subscription
T005156,1312,32106,2020-10-01,17:52:00,3054.63,ILS,Google,Utilities,Debit,Completed,Tokyo,POS,5608.0,Gift
T005157,3169,43412,2023-12-28,22:19:47,-3520.3,USD,Google,Salary,Credit,Pending,Tel Aviv,ATM,17071.73,Monthly subscription
T005158,8217,91356,2024-07-29,03:40:41,287.22,USD,Apple,Utilities,Credit,Pending,Tel Aviv,POS,1942.58,Monthly subscription
T005161,6152,32111,2024-05-14,19:45:46,2843.23,USD,Google,Salary,Debit,Failed,Tel Aviv,POS,14827.56,Rent payment
T005162,5277,84243,2023-03-05,03:19:21,994.57,ILS,Amazon,Groceries,Debit,Failed,Tokyo,Web,18129.38,Refund
T005164,6659,63264,2024-07-22,13:19:42,2990.84,ILS,Apple,Electronics,Debit,Pending,Tokyo,ATM,7370.57,Monthly subscription
T005165,6064,77798,2022-12-17,14:09:13,-2058.49,ILS,IKEA,Entertainment,Debit,Failed,London,ATM,15482.24,Refund
T005166,8582,81002,2024-04-01,23:40:10,1529.73,EUR,Google,Entertainment,Debit,Completed,Tel Aviv,POS,17677.68,Bonus
T005168,8023,93875,2022-11-02,14:45:39,-2446.45,EUR,Google,Travel,Debit,Pending,Tokyo,ATM,4817.85,Gift
T005169,4535,45031,2022-06-19,09:11:00,338.81,USD,Apple,Salary,Credit,Pending,Tel Aviv,Web,394.91,
T005170,6521,44445,2020-10-31,09:07:05,-1651.51,EUR,Walmart,Electronics,Credit,Failed,Tokyo,ATM,13630.54,Gift
T005172,2264,94074,2021-10-18,19:35:01,-484.98,EUR,IKEA,Electronics,Credit,Pending,New York,POS,10394.18,Gift
T005173,6405,61410,2022-10-31,16:21:10,2257.46,ILS,Walmart,Salary,Credit,Pending,New York,POS,13859.9,Bonus
T005174,4291,37388,2023-04-12,14:40:19,3451.11,GBP,Tesla,Entertainment,Debit,Failed,Tokyo,ATM,13280.02,Gift
T005175,6054,50562,2023-08-16,14:13:27,2201.94,EUR,Apple,Groceries,Credit,Pending,Berlin,Web,12788.57,Rent payment
T005178,3957,26028,2022-12-10,19:40:10,-2582.82,ILS,Apple,Utilities,Credit,Failed,New York,Web,913.28,
T005179,6792,54942,2024-03-24,05:55:11,-4334.46,GBP,Google,Salary,Debit,Completed,Tel Aviv,Web,3089.27,Bonus
T005181,7747,67149,2024-03-24,07:25:58,4230.06,ILS,Tesla,Travel,Debit,Completed,Berlin,Mobile,2492.27,Refund
T005182,3638,81117,2023-04-18,12:37:59,-1101.74,GBP,Apple,Entertainment,Credit,Failed,New York,Mobile,7226.99,Gift
T005183,4942,56196,2020-04-10,04:02:40,1367.32,USD,Walmart,Entertainment,Credit,Completed,London,ATM,15029.8,Bonus
T005184,4932,71501,2023-04-12,06:34:25,1656.58,ILS,IKEA,Travel,Credit,Completed,Berlin,ATM,15440.5,Rent payment
T005185,9670,57119,2021-09-24,08:00:16,-602.6,GBP,IKEA,Utilities,Debit,Failed,Tokyo,ATM,10466.57,Rent payment
T005187,1778,20925,2021-10-23,13:04:43,4157.74,GBP,Tesla,Groceries,Debit,Failed,Tel Aviv,Mobile,7955.93,
T005188,8707,95993,2023-07-04,12:35:14,594.16,GBP,Tesla,Groceries,Credit,Completed,Tokyo,Web,14985.91,Bonus
T005189,8052,66779,2023-01-23,05:46:47,3221.79,EUR,Walmart,Salary,Debit,Failed,Tel Aviv,ATM,10359.19,Monthly subscription
T005191,8158,82616,2022-02-14,11:10:35,-2211.48,GBP,Tesla,Electronics,Debit,Pending,Tokyo,ATM,5373.87,Rent payment
T005193,8557,18463,2022-10-21,14:42:36,2642.55,EUR,IKEA,Entertainment,Credit,Failed,London,ATM,2552.9,
T005195,8314,78846,2023-01-17,10:05:19,1579.73,ILS,Walmart,Electronics,Credit,Completed,Berlin,Web,9679.89,Monthly subscription
T005196,3478,33886,2023-03-17,18:13:30,385.18,USD,Tesla,Salary,Credit,Completed,Tokyo,ATM,17415.2,
T005198,7856,76361,2023-06-12,04:57:51,-2113.24,ILS,IKEA,Entertainment,Credit,Pending,New York,POS,13722.42,
T005200,9888,14527,2023-09-10,20:36:50,-4696.21,EUR,IKEA,Travel,Credit,Completed,New York,ATM,3557.66,
T005201,7586,70192,2022-05-12,04:01:06,2451.65,EUR,Walmart,Utilities,Credit,Failed,London,Mobile,13808.89,Rent payment
T005202,2028,67324,2020-07-21,10:35:26,-2609.03,EUR,Walmart,Groceries,Debit,Completed,Berlin,POS,19457.64,Monthly subscription
T005211,9434,98225,2022-08-31,00:01:28,-1989.5,USD,Amazon,Salary,Credit,Pending,Tokyo,POS,9336.32,Bonus
T005214,7131,92390,2020-10-13,14:51:39,-3280.07,USD,Apple,Electronics,Credit,Pending,Tel Aviv,ATM,16897.9,
T005222,6988,46983,2021-12-04,05:01:05,-2856.46,GBP,Tesla,Entertainment,Debit,Completed,London,POS,11766.0,Gift
T005224,1041,79083,2023-08-20,19:03:13,-1626.48,ILS,Apple,Entertainment,Debit,Completed,London,Mobile,9631.26,
T005225,9372,37391,2021-07-26,09:37:43,-221.39,USD,Apple,Groceries,Credit,Pending,London,Mobile,10200.57,Gift
T005226,6999,12630,2022-06-22,09:13:30,2918.12,ILS,IKEA,Electronics,Credit,Completed,Berlin,Mobile,11367.3,Gift
T005228,1512,94869,2023-08-09,22:24:52,1505.01,EUR,Apple,Entertainment,Credit,Pending,Tokyo,Mobile,12598.08,Refund
T005231,3084,64148,2024-05-03,02:10:57,-494.25,ILS,IKEA,Entertainment,Debit,Pending,London,ATM,3028.03,
T005233,6049,93739,2023-12-10,14:17:40,1528.3,ILS,Google,Travel,Debit,Completed,London,POS,6984.88,Rent payment
T005235,5399,53982,2023-12-20,08:12:09,-2634.72,GBP,Amazon,Groceries,Debit,Failed,Berlin,Web,8780.84,
T005236,3979,23270,2023-06-22,09:05:33,1048.29,USD,Google,Electronics,Debit,Completed,Tel Aviv,Web,5792.19,Bonus
T005239,4989,64162,2023-01-11,07:46:29,3368.22,EUR,Apple,Utilities,Credit,Failed,New York,Mobile,19625.46,Rent payment
T005240,5944,50996,2022-02-27,23:30:48,-1791.99,EUR,IKEA,Groceries,Credit,Pending,New York,POS,18410.35,Rent payment
T005242,4614,88043,2020-04-11,17:23:47,4384.51,EUR,Amazon,Utilities,Debit,Pending,Tel Aviv,POS,14750.57,
T005243,5221,74044,2021-06-07,15:14:43,-2207.95,ILS,Apple,Electronics,Debit,Pending,London,Mobile,18748.88,Bonus
T005244,2339,68927,2024-10-11,15:12:29,-1932.15,ILS,Google,Travel,Credit,Completed,Tel Aviv,Web,2301.87,Refund
T005245,3396,41922,2020-04-29,18:51:31,4883.4,EUR,Google,Entertainment,Credit,Pending,New York,ATM,19040.92,Gift
T005249,4557,72607,2020-04-22,23:28:01,-2412.8,USD,Apple,Groceries,Credit,Pending,Berlin,Mobile,14243.98,Bonus
T005250,9038,39739,2021-11-04,16:21:56,-4721.1,GBP,Tesla,Groceries,Credit,Failed,New York,Web,6265.91,Monthly subscription
T005251,4843,60751,2022-02-23,21:26:41,-287.42,USD,Tesla,Utilities,Credit,Pending,Tel Aviv,Mobile,11814.44,
T005252,9250,56631,2024-07-30,01:20:36,-3648.4,ILS,Apple,Groceries,Debit,Failed,New York,Web,17844.48,
T005256,7740,19338,2020-08-29,13:20:25,-188.3,USD,Tesla,Groceries,Credit,Completed,Berlin,Web,7347.05,
T005258,6167,70877,2020-08-25,13:23:37,979.91,GBP,IKEA,Electronics,Debit,Completed,Tel Aviv,Mobile,18120.88,Gift
T005259,3116,46938,2020-05-13,03:57:35,-4066.81,GBP,Amazon,Electronics,Debit,Completed,New York,Mobile,19445.39,Refund
T005261,6866,26475,2021-09-09,22:59:37,-802.55,USD,Tesla,Groceries,Debit,Pending,Tel Aviv,Web,18014.17,
T005263,5560,11448,2021-06-04,01:04:01,804.49,ILS,IKEA,Groceries,Debit,Completed,New York,Web,30.22,
T005264,4283,28268,2020-03-30,01:12:47,-1314.12,EUR,Walmart,Salary,Debit,Completed,Tokyo,Mobile,8827.12,
T005266,4448,63307,2021-09-17,10:45:44,336.19,EUR,Walmart,Travel,Credit,Pending,Berlin,Web,13087.68,Monthly subscription
T005267,5535,21811,2020-11-15,20:07:32,-90.87,GBP,Apple,Entertainment,Debit,Completed,Berlin,POS,4312.16,
T005269,8751,97617,2020-10-21,04:12:49,2160.93,USD,IKEA,Entertainment,Debit,Completed,Berlin,Web,16986.33,Bonus
T005270,3441,91154,2022-03-27,11:50:48,-4854.06,GBP,Amazon,Salary,Debit,Failed,New York,ATM,14756.98,Monthly subscription
T005271,8601,49802,2021-01-29,06:25:47,-1526.27,ILS,Tesla,Utilities,Debit,Failed,London,Web,14787.62,Bonus
T005272,7672,66057,2021-12-02,16:19:51,1277.49,GBP,IKEA,Salary,Credit,Pending,Berlin,ATM,13846.12,Monthly subscription
T005273,3238,83055,2024-12-29,22:10:41,-3308.21,EUR,IKEA,Entertainment,Debit,Failed,Berlin,POS,15088.71,Monthly subscription
T005274,8974,33734,2021-04-29,01:51:21,2910.7,EUR,Amazon,Utilities,Credit,Failed,Berlin,Mobile,5283.54,Bonus
T005275,2757,30553,2022-05-20,15:36:24,-4980.15,ILS,Apple,Travel,Credit,Completed,Tokyo,POS,14487.41,Gift
T005276,1583,70338,2024-08-24,00:10:52,4739.74,EUR,Google,Travel,Debit,Failed,Tokyo,ATM,6001.28,Refund
T005277,8957,53812,2020-12-10,13:50:11,-3205.53,EUR,Amazon,Electronics,Credit,Failed,Berlin,Web,6366.14,Bonus
T005279,5734,67496,2020-04-11,21:40:17,-2938.24,EUR,Google,Groceries,Debit,Failed,Tokyo,POS,13255.66,Gift
T005281,6773,40157,2022-07-05,19:35:26,3485.35,EUR,Tesla,Entertainment,Debit,Pending,Tel Aviv,POS,18292.5,Rent payment
T005282,1260,59352,2020-02-24,19:05:06,-2942.97,GBP,Amazon,Utilities,Debit,Completed,New York,POS,13994.1,Monthly subscription
T005290,3170,98216,2023-07-11,08:14:18,-1772.85,EUR,IKEA,Travel,Credit,Failed,London,POS,18133.23,Monthly subscription
T005293,5318,53492,2022-12-07,15:15:22,2797.23,ILS,Apple,Salary,Debit,Completed,New York,Web,8585.06,Gift
T005294,3213,65837,2023-08-18,09:51:55,-213.04,GBP,Walmart,Salary,Debit,Completed,Tel Aviv,Mobile,5467.5,
T005296,9807,35547,2020-09-17,06:24:05,-1191.81,GBP,IKEA,Travel,Debit,Failed,Tokyo,ATM,4566.44,Monthly subscription
T005300,8466,58303,2021-10-30,10:05:03,-2204.84,USD,Apple,Electronics,Credit,Pending,London,Mobile,9494.41,Monthly subscription
T005301,1827,64938,2021-10-21,07:51:45,-3433.72,EUR,IKEA,Entertainment,Credit,Completed,Berlin,ATM,61.74,Gift
T005303,2735,39306,2024-09-25,00:19:50,-3191.2,GBP,Amazon,Entertainment,Debit,Pending,Tel Aviv,Mobile,5183.57,Bonus
T005305,7158,64248,2023-05-07,13:22:28,-1106.51,ILS,IKEA,Utilities,Credit,Completed,New York,Mobile,1881.77,Gift
T005306,5786,64822,2024-02-04,20:31:56,-419.31,GBP,Apple,Salary,Debit,Completed,New York,Mobile,2813.4,Bonus
T005313,7255,77356,2022-09-09,11:57:14,-38.61,ILS,Walmart,Travel,Debit,Completed,Berlin,Mobile,15205.2,Monthly subscription
T005317,7068,69429,2021-01-29,14:41:57,4636.98,EUR,IKEA,Electronics,Debit,Completed,Tokyo,Web,3573.59,Bonus
T005318,9652,80799,2022-04-12,18:28:57,-1603.32,ILS,Amazon,Groceries,Debit,Failed,Tel Aviv,Mobile,18212.9,Gift
T005320,5182,10614,2020-10-25,08:32:51,1715.74,EUR,IKEA,Salary,Debit,Completed,Berlin,Web,14242.15,Refund
T005321,2794,80088,2023-04-19,20:53:30,-124.67,USD,Walmart,Groceries,Debit,Completed,London,Web,7579.62,Refund
T005326,9757,24477,2022-10-08,12:53:49,-2892.38,ILS,Apple,Electronics,Credit,Pending,Berlin,ATM,7368.41,Rent payment
T005329,5175,17326,2023-08-14,06:43:33,-3428.93,ILS,Google,Entertainment,Debit,Pending,Tokyo,ATM,4174.11,Monthly subscription
T005330,9841,73051,2020-11-25,21:28:01,-2969.04,EUR,Amazon,Electronics,Credit,Completed,Berlin,Mobile,3142.02,Refund
T005331,4051,64287,2022-04-13,09:36:17,1614.06,EUR,Walmart,Entertainment,Credit,Pending,London,POS,19825.45,Rent payment
T005332,3318,97567,2020-10-26,20:33:32,3864.99,EUR,Walmart,Entertainment,Debit,Failed,New York,ATM,15906.88,Rent payment
T005333,9336,83098,2024-06-27,05:11:59,-1506.94,EUR,Google,Salary,Debit,Failed,Berlin,ATM,18229.76,Bonus
T005336,5668,97748,2022-11-02,09:36:08,-3103.5,ILS,Google,Utilities,Credit,Completed,London,Mobile,10683.5,Monthly subscription
T005337,8571,12713,2023-05-16,17:03:17,3753.06,GBP,Google,Entertainment,Debit,Completed,New York,Web,9130.47,
T005338,3418,76532,2023-08-05,07:20:30,-897.89,USD,Google,Travel,Credit,Completed,London,POS,7424.4,
T005341,8592,50018,2020-10-02,13:58:58,792.67,ILS,Walmart,Entertainment,Credit,Completed,Tel Aviv,Web,2226.56,Rent payment
T005342,9853,79678,2023-05-07,01:40:04,-3818.07,USD,Apple,Salary,Credit,Completed,Tokyo,Mobile,19917.93,Bonus
T005344,6988,50356,2024-07-12,09:14:27,-1194.85,GBP,Amazon,Electronics,Debit,Failed,London,Mobile,11050.41,Monthly subscription
T005346,5320,47683,2023-08-15,16:06:50,-1773.83,USD,Tesla,Travel,Credit,Failed,Tel Aviv,Mobile,11511.09,Monthly subscription
T005347,5766,90559,2021-09-27,02:25:51,4344.81,ILS,Google,Entertainment,Debit,Completed,London,POS,4343.05,
T005349,4436,46414,2024-01-19,00:24:33,-1029.27,EUR,Tesla,Salary,Credit,Failed,London,ATM,18566.44,Bonus
T005350,7370,89368,2020-06-16,23:47:48,-2400.28,USD,Walmart,Salary,Credit,Failed,New York,Mobile,6870.91,Rent payment
T005354,3191,84906,2020-03-05,23:02:47,4409.67,USD,Google,Groceries,Debit,Completed,New York,Web,17609.13,Bonus
T005355,8438,85566,2020-03-05,04:09:54,-878.34,USD,Tesla,Electronics,Debit,Completed,London,Web,6546.33,Bonus
T005356,2478,48578,2022-02-22,04:16:08,-30.06,EUR,Walmart,Travel,Credit,Failed,Berlin,ATM,1766.39,Gift
T005357,1903,48504,2023-03-10,23:14:53,-2991.28,USD,Google,Travel,Debit,Pending,Berlin,Web,4485.97,Monthly subscription
T005358,4259,32927,2021-11-17,11:48:29,1209.62,GBP,Tesla,Entertainment,Credit,Completed,Berlin,Mobile,3931.09,Monthly subscription
T005359,1575,90358,2023-04-19,15:15:37,3154.9,ILS,Amazon,Travel,Debit,Completed,Tokyo,Mobile,11042.35,Bonus
T005364,6131,84017,2024-02-18,19:44:59,2917.75,EUR,Apple,Travel,Debit,Failed,Tokyo,ATM,607.48,Gift
T005366,9609,46700,2022-07-31,07:36:57,-4727.71,USD,Amazon,Groceries,Credit,Completed,Berlin,Mobile,14649.45,Monthly subscription
T005367,3744,10246,2023-02-05,01:28:14,4184.91,ILS,IKEA,Salary,Credit,Completed,New York,Web,14966.82,
T005370,7993,57902,2021-11-28,08:47:00,-4572.14,EUR,Google,Entertainment,Debit,Failed,Tel Aviv,ATM,16886.67,Refund
T005372,2594,20930,2020-02-13,05:57:48,2219.7,EUR,Apple,Utilities,Credit,Completed,Tel Aviv,Mobile,18186.22,Bonus
T005373,6334,28662,2021-05-06,05:38:03,3146.18,USD,Google,Entertainment,Credit,Completed,Tel Aviv,ATM,3554.86,Monthly subscription
T005374,8193,68860,2021-03-31,07:16:48,-272.99,ILS,Amazon,Groceries,Credit,Pending,Tokyo,Web,6708.88,
T005377,4424,72040,2022-11-22,01:11:22,-887.23,ILS,Google,Entertainment,Debit,Failed,Tel Aviv,Web,16296.71,Bonus
T005380,6158,48443,2023-12-06,10:23:48,-3661.7,EUR,Apple,Salary,Credit,Failed,Berlin,ATM,16400.59,
T005382,6701,89850,2024-12-05,11:38:06,1021.65,USD,Tesla,Entertainment,Debit,Pending,London,POS,8388.8,
T005390,9214,83382,2020-08-28,12:46:19,-63.48,ILS,Apple,Groceries,Debit,Completed,London,ATM,7478.67,
T005391,4747,50063,2024-10-16,15:07:09,-3278.14,ILS,Google,Groceries,Credit,Failed,London,ATM,255.91,Monthly subscription
T005392,8259,36849,2021-04-13,03:19:59,474.49,ILS,Apple,Salary,Credit,Pending,New York,ATM,13693.99,Refund
T005395,4583,70913,2024-02-13,07:39:45,-177.7,GBP,Amazon,Entertainment,Debit,Pending,Tel Aviv,Mobile,1972.87,
T005401,8838,33680,2020-04-03,22:09:29,1716.44,EUR,Tesla,Electronics,Credit,Completed,Tel Aviv,POS,9959.97,
T005403,5781,63188,2023-12-10,02:43:43,3202.77,USD,Walmart,Entertainment,Credit,Pending,Berlin,Mobile,8573.24,
T005405,4914,51218,2022-10-20,12:57:13,2707.77,EUR,IKEA,Travel,Credit,Failed,New York,POS,8943.87,Refund
T005406,2096,37288,2021-02-17,20:37:40,2535.21,ILS,Google,Electronics,Debit,Pending,Berlin,POS,8607.04,Refund
T005408,3867,36752,2023-03-19,07:39:12,675.53,GBP,Tesla,Groceries,Debit,Completed,New York,ATM,4753.5,Gift
T005414,7244,25484,2021-11-25,01:17:03,4737.24,ILS,IKEA,Salary,Credit,Pending,Tokyo,ATM,8089.86,Refund
T005416,1466,89487,2023-05-01,13:52:13,2830.72,USD,Walmart,Utilities,Debit,Completed,New York,POS,7509.38,Monthly subscription
T005417,2131,13732,2024-03-14,07:19:59,1143.23,GBP,Google,Entertainment,Credit,Failed,Tel Aviv,Web,14822.32,
T005419,3768,80345,2022-11-01,11:26:09,1819.24,EUR,IKEA,Electronics,Debit,Pending,Tokyo,Web,11835.58,Rent payment
T005420,5573,80975,2023-11-28,01:30:11,2780.36,ILS,Walmart,Travel,Debit,Failed,Tel Aviv,POS,1269.45,Refund
T005422,7584,11823,2020-05-11,11:53:49,3975.27,EUR,Apple,Entertainment,Debit,Pending,Berlin,ATM,12035.77,
T005423,8186,80993,2020-01-10,14:31:20,-1301.59,GBP,Walmart,Electronics,Debit,Pending,Tokyo,Web,3087.83,Gift
T005426,7188,28749,2021-12-01,11:17:40,-1381.5,USD,IKEA,Entertainment,Debit,Failed,Tokyo,Web,4569.61,
T005427,9380,29604,2021-10-27,09:43:16,-1488.38,EUR,Amazon,Travel,Credit,Pending,New York,ATM,16957.14,Rent payment
T005429,9744,53689,2022-01-19,20:01:36,4230.27,USD,Apple,Entertainment,Credit,Completed,Tel Aviv,POS,18914.54,Refund
T005431,3321,22628,2021-09-21,11:38:35,4980.57,EUR,Tesla,Travel,Credit,Completed,Tel Aviv,ATM,5660.96,Refund
